place,Day,variable,value,text
Kerala,2021-03-27,pct_one_dose,7.5381,India<br>2021-03-27: 7.54% with one dose<br>
Kerala,2021-03-28,pct_one_dose,7.5719,India<br>2021-03-28: 7.57% with one dose<br>
Kerala,2021-03-29,pct_one_dose,7.9869,India<br>2021-03-29: 7.99% with one dose<br>
Kerala,2021-03-30,pct_one_dose,8.4189,India<br>2021-03-30: 8.42% with one dose<br>
Kerala,2021-03-31,pct_one_dose,8.5839,India<br>2021-03-31: 8.58% with one dose<br>
Kerala,2021-04-01,pct_one_dose,8.8252,India<br>2021-04-01: 8.83% with one dose<br>
Kerala,2021-04-02,pct_one_dose,9.4205,India<br>2021-04-02: 9.42% with one dose<br>
Kerala,2021-04-03,pct_one_dose,9.7656,India<br>2021-04-03: 9.77% with one dose<br>
Kerala,2021-04-04,pct_one_dose,9.8581,India<br>2021-04-04: 9.86% with one dose<br>
Kerala,2021-04-05,pct_one_dose,10.2427,India<br>2021-04-05: 10.24% with one dose<br>
Kerala,2021-04-06,pct_one_dose,10.3169,India<br>2021-04-06: 10.32% with one dose<br>
Kerala,2021-04-07,pct_one_dose,10.553,India<br>2021-04-07: 10.55% with one dose<br>
Kerala,2021-04-08,pct_one_dose,11.1019,India<br>2021-04-08: 11.1% with one dose<br>
Kerala,2021-04-09,pct_one_dose,11.6698,India<br>2021-04-09: 11.67% with one dose<br>
Kerala,2021-04-10,pct_one_dose,12.1593,India<br>2021-04-10: 12.16% with one dose<br>
Kerala,2021-04-11,pct_one_dose,12.3382,India<br>2021-04-11: 12.34% with one dose<br>
Kerala,2021-04-12,pct_one_dose,13.0155,India<br>2021-04-12: 13.02% with one dose<br>
Kerala,2021-04-13,pct_one_dose,13.4219,India<br>2021-04-13: 13.42% with one dose<br>
Kerala,2021-04-14,pct_one_dose,13.4667,India<br>2021-04-14: 13.47% with one dose<br>
Kerala,2021-04-15,pct_one_dose,13.9498,India<br>2021-04-15: 13.95% with one dose<br>
Kerala,2021-04-16,pct_one_dose,14.356,India<br>2021-04-16: 14.36% with one dose<br>
Kerala,2021-04-17,pct_one_dose,14.6864,India<br>2021-04-17: 14.69% with one dose<br>
Kerala,2021-04-18,pct_one_dose,14.7752,India<br>2021-04-18: 14.78% with one dose<br>
Kerala,2021-04-19,pct_one_dose,15.0872,India<br>2021-04-19: 15.09% with one dose<br>
Kerala,2021-04-20,pct_one_dose,15.4978,India<br>2021-04-20: 15.5% with one dose<br>
Kerala,2021-04-21,pct_one_dose,15.6937,India<br>2021-04-21: 15.69% with one dose<br>
Kerala,2021-04-22,pct_one_dose,15.9528,India<br>2021-04-22: 15.95% with one dose<br>
Kerala,2021-04-23,pct_one_dose,16.1536,India<br>2021-04-23: 16.15% with one dose<br>
Kerala,2021-04-24,pct_one_dose,16.4799,India<br>2021-04-24: 16.48% with one dose<br>
Kerala,2021-04-25,pct_one_dose,16.5161,India<br>2021-04-25: 16.52% with one dose<br>
Kerala,2021-04-26,pct_one_dose,16.7554,India<br>2021-04-26: 16.76% with one dose<br>
Kerala,2021-04-27,pct_one_dose,16.9321,India<br>2021-04-27: 16.93% with one dose<br>
Kerala,2021-04-28,pct_one_dose,16.9904,India<br>2021-04-28: 16.99% with one dose<br>
Kerala,2021-04-29,pct_one_dose,17.1001,India<br>2021-04-29: 17.1% with one dose<br>
Kerala,2021-04-30,pct_one_dose,17.2282,India<br>2021-04-30: 17.23% with one dose<br>
Kerala,2021-05-01,pct_one_dose,17.2873,India<br>2021-05-01: 17.29% with one dose<br>
Kerala,2021-05-02,pct_one_dose,17.2804,India<br>2021-05-02: 17.28% with one dose<br>
Kerala,2021-05-03,pct_one_dose,17.3363,India<br>2021-05-03: 17.34% with one dose<br>
Kerala,2021-05-04,pct_one_dose,17.3817,India<br>2021-05-04: 17.38% with one dose<br>
Kerala,2021-05-05,pct_one_dose,17.4028,India<br>2021-05-05: 17.4% with one dose<br>
Kerala,2021-05-06,pct_one_dose,17.4482,India<br>2021-05-06: 17.45% with one dose<br>
Kerala,2021-05-07,pct_one_dose,17.5195,India<br>2021-05-07: 17.52% with one dose<br>
Kerala,2021-05-08,pct_one_dose,17.564,India<br>2021-05-08: 17.56% with one dose<br>
Kerala,2021-05-09,pct_one_dose,17.5651,India<br>2021-05-09: 17.57% with one dose<br>
Kerala,2021-05-10,pct_one_dose,17.6311,India<br>2021-05-10: 17.63% with one dose<br>
Kerala,2021-05-11,pct_one_dose,17.6825,India<br>2021-05-11: 17.68% with one dose<br>
Kerala,2021-05-12,pct_one_dose,17.7292,India<br>2021-05-12: 17.73% with one dose<br>
Kerala,2021-05-13,pct_one_dose,17.7561,India<br>2021-05-13: 17.76% with one dose<br>
Kerala,2021-05-14,pct_one_dose,17.8148,India<br>2021-05-14: 17.81% with one dose<br>
Kerala,2021-05-15,pct_one_dose,18.1966,India<br>2021-05-15: 18.2% with one dose<br>
Kerala,2021-05-16,pct_one_dose,18.2746,India<br>2021-05-16: 18.27% with one dose<br>
Kerala,2021-05-17,pct_one_dose,18.4334,India<br>2021-05-17: 18.43% with one dose<br>
Kerala,2021-05-18,pct_one_dose,18.5619,India<br>2021-05-18: 18.56% with one dose<br>
Kerala,2021-05-19,pct_one_dose,18.6048,India<br>2021-05-19: 18.6% with one dose<br>
Kerala,2021-05-20,pct_one_dose,18.7276,India<br>2021-05-20: 18.73% with one dose<br>
Kerala,2021-05-21,pct_one_dose,18.7694,India<br>2021-05-21: 18.77% with one dose<br>
Kerala,2021-05-22,pct_one_dose,18.8525,India<br>2021-05-22: 18.85% with one dose<br>
Kerala,2021-05-23,pct_one_dose,18.8696,India<br>2021-05-23: 18.87% with one dose<br>
Kerala,2021-05-24,pct_one_dose,19.0209,India<br>2021-05-24: 19.02% with one dose<br>
Kerala,2021-05-25,pct_one_dose,19.1785,India<br>2021-05-25: 19.18% with one dose<br>
Kerala,2021-05-26,pct_one_dose,19.2655,India<br>2021-05-26: 19.27% with one dose<br>
Kerala,2021-05-27,pct_one_dose,19.5839,India<br>2021-05-27: 19.58% with one dose<br>
Kerala,2021-05-28,pct_one_dose,19.9892,India<br>2021-05-28: 19.99% with one dose<br>
Kerala,2021-05-29,pct_one_dose,20.3851,India<br>2021-05-29: 20.39% with one dose<br>
Kerala,2021-05-30,pct_one_dose,20.4418,India<br>2021-05-30: 20.44% with one dose<br>
Kerala,2021-05-31,pct_one_dose,20.8803,India<br>2021-05-31: 20.88% with one dose<br>
Kerala,2021-06-01,pct_one_dose,21.3033,India<br>2021-06-01: 21.3% with one dose<br>
Kerala,2021-06-02,pct_one_dose,21.5592,India<br>2021-06-02: 21.56% with one dose<br>
Kerala,2021-06-03,pct_one_dose,21.9824,India<br>2021-06-03: 21.98% with one dose<br>
Kerala,2021-06-04,pct_one_dose,22.4298,India<br>2021-06-04: 22.43% with one dose<br>
Kerala,2021-06-05,pct_one_dose,22.909,India<br>2021-06-05: 22.91% with one dose<br>
Kerala,2021-06-06,pct_one_dose,23.0509,India<br>2021-06-06: 23.05% with one dose<br>
Kerala,2021-06-07,pct_one_dose,23.5974,India<br>2021-06-07: 23.6% with one dose<br>
Kerala,2021-06-08,pct_one_dose,24.1664,India<br>2021-06-08: 24.17% with one dose<br>
Kerala,2021-06-09,pct_one_dose,24.5473,India<br>2021-06-09: 24.55% with one dose<br>
Kerala,2021-06-10,pct_one_dose,24.9381,India<br>2021-06-10: 24.94% with one dose<br>
Kerala,2021-06-11,pct_one_dose,25.2389,India<br>2021-06-11: 25.24% with one dose<br>
Kerala,2021-06-12,pct_one_dose,25.4198,India<br>2021-06-12: 25.42% with one dose<br>
Kerala,2021-06-13,pct_one_dose,25.55,India<br>2021-06-13: 25.55% with one dose<br>
Kerala,2021-06-14,pct_one_dose,26.0219,India<br>2021-06-14: 26.02% with one dose<br>
Kerala,2021-06-15,pct_one_dose,26.4493,India<br>2021-06-15: 26.45% with one dose<br>
Kerala,2021-06-16,pct_one_dose,26.6677,India<br>2021-06-16: 26.67% with one dose<br>
Kerala,2021-06-17,pct_one_dose,27.0009,India<br>2021-06-17: 27% with one dose<br>
Kerala,2021-06-18,pct_one_dose,27.238,India<br>2021-06-18: 27.24% with one dose<br>
Kerala,2021-06-19,pct_one_dose,27.5116,India<br>2021-06-19: 27.51% with one dose<br>
Kerala,2021-06-20,pct_one_dose,27.6349,India<br>2021-06-20: 27.63% with one dose<br>
Kerala,2021-06-21,pct_one_dose,28.0693,India<br>2021-06-21: 28.07% with one dose<br>
Kerala,2021-06-22,pct_one_dose,28.4619,India<br>2021-06-22: 28.46% with one dose<br>
Kerala,2021-06-23,pct_one_dose,28.7501,India<br>2021-06-23: 28.75% with one dose<br>
Kerala,2021-06-24,pct_one_dose,29.1382,India<br>2021-06-24: 29.14% with one dose<br>
Kerala,2021-06-25,pct_one_dose,29.6181,India<br>2021-06-25: 29.62% with one dose<br>
Kerala,2021-06-26,pct_one_dose,29.9134,India<br>2021-06-26: 29.91% with one dose<br>
Kerala,2021-06-27,pct_one_dose,30.0112,India<br>2021-06-27: 30.01% with one dose<br>
Kerala,2021-06-28,pct_one_dose,30.3193,India<br>2021-06-28: 30.32% with one dose<br>
Kerala,2021-06-29,pct_one_dose,30.6009,India<br>2021-06-29: 30.6% with one dose<br>
Kerala,2021-06-30,pct_one_dose,30.8686,India<br>2021-06-30: 30.87% with one dose<br>
Kerala,2021-07-01,pct_one_dose,31.0768,India<br>2021-07-01: 31.08% with one dose<br>
Kerala,2021-07-02,pct_one_dose,31.4419,India<br>2021-07-02: 31.44% with one dose<br>
Kerala,2021-07-03,pct_one_dose,31.7803,India<br>2021-07-03: 31.78% with one dose<br>
Kerala,2021-07-04,pct_one_dose,31.829,India<br>2021-07-04: 31.83% with one dose<br>
Kerala,2021-07-05,pct_one_dose,32.0608,India<br>2021-07-05: 32.06% with one dose<br>
Kerala,2021-07-06,pct_one_dose,32.2356,India<br>2021-07-06: 32.24% with one dose<br>
Kerala,2021-07-07,pct_one_dose,32.331,India<br>2021-07-07: 32.33% with one dose<br>
Kerala,2021-07-08,pct_one_dose,32.4359,India<br>2021-07-08: 32.44% with one dose<br>
Kerala,2021-07-09,pct_one_dose,32.6104,India<br>2021-07-09: 32.61% with one dose<br>
Kerala,2021-07-10,pct_one_dose,32.8672,India<br>2021-07-10: 32.87% with one dose<br>
Kerala,2021-07-11,pct_one_dose,32.9082,India<br>2021-07-11: 32.91% with one dose<br>
Kerala,2021-07-12,pct_one_dose,33.121,India<br>2021-07-12: 33.12% with one dose<br>
Kerala,2021-07-13,pct_one_dose,33.4268,India<br>2021-07-13: 33.43% with one dose<br>
Kerala,2021-07-14,pct_one_dose,33.5598,India<br>2021-07-14: 33.56% with one dose<br>
Kerala,2021-07-15,pct_one_dose,33.7541,India<br>2021-07-15: 33.75% with one dose<br>
Kerala,2021-07-16,pct_one_dose,33.9322,India<br>2021-07-16: 33.93% with one dose<br>
Kerala,2021-07-17,pct_one_dose,34.1343,India<br>2021-07-17: 34.13% with one dose<br>
Kerala,2021-07-18,pct_one_dose,34.2236,India<br>2021-07-18: 34.22% with one dose<br>
Kerala,2021-07-19,pct_one_dose,34.611,India<br>2021-07-19: 34.61% with one dose<br>
Kerala,2021-07-20,pct_one_dose,34.9547,India<br>2021-07-20: 34.95% with one dose<br>
Kerala,2021-07-21,pct_one_dose,35.1327,India<br>2021-07-21: 35.13% with one dose<br>
Kerala,2021-07-22,pct_one_dose,35.4864,India<br>2021-07-22: 35.49% with one dose<br>
Kerala,2021-07-23,pct_one_dose,35.8318,India<br>2021-07-23: 35.83% with one dose<br>
Kerala,2021-07-24,pct_one_dose,36.6642,India<br>2021-07-24: 36.66% with one dose<br>
Kerala,2021-07-25,pct_one_dose,36.9314,India<br>2021-07-25: 36.93% with one dose<br>
Kerala,2021-07-26,pct_one_dose,37.3802,India<br>2021-07-26: 37.38% with one dose<br>
Kerala,2021-07-27,pct_one_dose,37.6769,India<br>2021-07-27: 37.68% with one dose<br>
Kerala,2021-07-28,pct_one_dose,37.8439,India<br>2021-07-28: 37.84% with one dose<br>
Kerala,2021-07-29,pct_one_dose,38.3373,India<br>2021-07-29: 38.34% with one dose<br>
Kerala,2021-07-30,pct_one_dose,39.3252,India<br>2021-07-30: 39.33% with one dose<br>
Kerala,2021-07-31,pct_one_dose,40.3146,India<br>2021-07-31: 40.31% with one dose<br>
Kerala,2021-08-01,pct_one_dose,40.6705,India<br>2021-08-01: 40.67% with one dose<br>
Kerala,2021-08-02,pct_one_dose,41.4757,India<br>2021-08-02: 41.48% with one dose<br>
Kerala,2021-08-03,pct_one_dose,42.1503,India<br>2021-08-03: 42.15% with one dose<br>
Kerala,2021-08-04,pct_one_dose,42.3707,India<br>2021-08-04: 42.37% with one dose<br>
Kerala,2021-08-05,pct_one_dose,42.8013,India<br>2021-08-05: 42.8% with one dose<br>
Kerala,2021-08-06,pct_one_dose,43.3639,India<br>2021-08-06: 43.36% with one dose<br>
Kerala,2021-08-07,pct_one_dose,43.8914,India<br>2021-08-07: 43.89% with one dose<br>
Kerala,2021-08-08,pct_one_dose,44.0506,India<br>2021-08-08: 44.05% with one dose<br>
Kerala,2021-08-09,pct_one_dose,44.6188,India<br>2021-08-09: 44.62% with one dose<br>
Kerala,2021-08-10,pct_one_dose,44.8668,India<br>2021-08-10: 44.87% with one dose<br>
Kerala,2021-08-11,pct_one_dose,45.5021,India<br>2021-08-11: 45.5% with one dose<br>
Kerala,2021-08-12,pct_one_dose,46.5131,India<br>2021-08-12: 46.51% with one dose<br>
Kerala,2021-08-13,pct_one_dose,47.8993,India<br>2021-08-13: 47.9% with one dose<br>
Kerala,2021-08-14,pct_one_dose,49.2038,India<br>2021-08-14: 49.2% with one dose<br>
Kerala,2021-08-15,pct_one_dose,50.0616,India<br>2021-08-15: 50.06% with one dose<br>
Kerala,2021-08-16,pct_one_dose,50.9267,India<br>2021-08-16: 50.93% with one dose<br>
Kerala,2021-08-17,pct_one_dose,51.788,India<br>2021-08-17: 51.79% with one dose<br>
Kerala,2021-08-18,pct_one_dose,52.5055,India<br>2021-08-18: 52.51% with one dose<br>
Kerala,2021-08-19,pct_one_dose,53.2288,India<br>2021-08-19: 53.23% with one dose<br>
Kerala,2021-08-20,pct_one_dose,53.6762,India<br>2021-08-20: 53.68% with one dose<br>
Kerala,2021-08-21,pct_one_dose,53.7276,India<br>2021-08-21: 53.73% with one dose<br>
Kerala,2021-08-22,pct_one_dose,53.9752,India<br>2021-08-22: 53.98% with one dose<br>
Kerala,2021-08-23,pct_one_dose,55.0135,India<br>2021-08-23: 55.01% with one dose<br>
Kerala,2021-08-24,pct_one_dose,55.6505,India<br>2021-08-24: 55.65% with one dose<br>
Kerala,2021-08-25,pct_one_dose,56.5202,India<br>2021-08-25: 56.52% with one dose<br>
Kerala,2021-08-26,pct_one_dose,56.9755,India<br>2021-08-26: 56.98% with one dose<br>
Kerala,2021-08-27,pct_one_dose,57.9725,India<br>2021-08-27: 57.97% with one dose<br>
Kerala,2021-08-29,pct_one_dose,58.7783,India<br>2021-08-29: 58.78% with one dose<br>
Kerala,2021-08-30,pct_one_dose,59.7307,India<br>2021-08-30: 59.73% with one dose<br>
Kerala,2021-08-31,pct_one_dose,60.602,India<br>2021-08-31: 60.6% with one dose<br>
Kerala,2021-09-01,pct_one_dose,60.9337,India<br>2021-09-01: 60.93% with one dose<br>
Kerala,2021-09-02,pct_one_dose,61.1813,India<br>2021-09-02: 61.18% with one dose<br>
Kerala,2021-09-03,pct_one_dose,61.3939,India<br>2021-09-03: 61.39% with one dose<br>
Kerala,2021-09-04,pct_one_dose,61.4923,India<br>2021-09-04: 61.49% with one dose<br>
Kerala,2021-09-05,pct_one_dose,61.5202,India<br>2021-09-05: 61.52% with one dose<br>
Kerala,2021-09-06,pct_one_dose,61.5423,India<br>2021-09-06: 61.54% with one dose<br>
Kerala,2021-09-07,pct_one_dose,62.7996,India<br>2021-09-07: 62.8% with one dose<br>
Kerala,2021-09-08,pct_one_dose,63.1545,India<br>2021-09-08: 63.15% with one dose<br>
Kerala,2021-09-09,pct_one_dose,63.2988,India<br>2021-09-09: 63.3% with one dose<br>
Kerala,2021-09-10,pct_one_dose,64.4418,India<br>2021-09-10: 64.44% with one dose<br>
Kerala,2021-09-11,pct_one_dose,64.7337,India<br>2021-09-11: 64.73% with one dose<br>
Kerala,2021-09-12,pct_one_dose,64.7836,India<br>2021-09-12: 64.78% with one dose<br>
Kerala,2021-09-13,pct_one_dose,64.9232,India<br>2021-09-13: 64.92% with one dose<br>
Kerala,2021-09-14,pct_one_dose,64.9693,India<br>2021-09-14: 64.97% with one dose<br>
Kerala,2021-09-15,pct_one_dose,65.7367,India<br>2021-09-15: 65.74% with one dose<br>
Kerala,2021-09-16,pct_one_dose,66.626,India<br>2021-09-16: 66.63% with one dose<br>
Kerala,2021-09-17,pct_one_dose,67.2564,India<br>2021-09-17: 67.26% with one dose<br>
Kerala,2021-09-18,pct_one_dose,67.7029,India<br>2021-09-18: 67.7% with one dose<br>
Kerala,2021-09-19,pct_one_dose,67.7791,India<br>2021-09-19: 67.78% with one dose<br>
Kerala,2021-09-20,pct_one_dose,68.337,India<br>2021-09-20: 68.34% with one dose<br>
Kerala,2021-09-21,pct_one_dose,68.6822,India<br>2021-09-21: 68.68% with one dose<br>
Kerala,2021-09-22,pct_one_dose,68.9965,India<br>2021-09-22: 69% with one dose<br>
Kerala,2021-09-23,pct_one_dose,69.2991,India<br>2021-09-23: 69.3% with one dose<br>
Kerala,2021-09-24,pct_one_dose,69.5357,India<br>2021-09-24: 69.54% with one dose<br>
Kerala,2021-09-25,pct_one_dose,69.734,India<br>2021-09-25: 69.73% with one dose<br>
Kerala,2021-09-26,pct_one_dose,69.8125,India<br>2021-09-26: 69.81% with one dose<br>
Kerala,2021-09-27,pct_one_dose,69.8789,India<br>2021-09-27: 69.88% with one dose<br>
Kerala,2021-09-28,pct_one_dose,70.0668,India<br>2021-09-28: 70.07% with one dose<br>
Kerala,2021-09-29,pct_one_dose,70.175,India<br>2021-09-29: 70.17% with one dose<br>
Kerala,2021-09-30,pct_one_dose,70.3076,India<br>2021-09-30: 70.31% with one dose<br>
Kerala,2021-10-01,pct_one_dose,70.4083,India<br>2021-10-01: 70.41% with one dose<br>
Kerala,2021-10-02,pct_one_dose,70.4559,India<br>2021-10-02: 70.46% with one dose<br>
Kerala,2021-10-03,pct_one_dose,70.4643,India<br>2021-10-03: 70.46% with one dose<br>
Kerala,2021-10-04,pct_one_dose,70.5811,India<br>2021-10-04: 70.58% with one dose<br>
Kerala,2021-10-05,pct_one_dose,70.6764,India<br>2021-10-05: 70.68% with one dose<br>
Kerala,2021-10-06,pct_one_dose,70.7581,India<br>2021-10-06: 70.76% with one dose<br>
Kerala,2021-10-07,pct_one_dose,70.8651,India<br>2021-10-07: 70.87% with one dose<br>
Kerala,2021-10-08,pct_one_dose,70.9592,India<br>2021-10-08: 70.96% with one dose<br>
Kerala,2021-10-09,pct_one_dose,70.9968,India<br>2021-10-09: 71% with one dose<br>
Kerala,2021-10-10,pct_one_dose,71.0086,India<br>2021-10-10: 71.01% with one dose<br>
Kerala,2021-10-11,pct_one_dose,71.118,India<br>2021-10-11: 71.12% with one dose<br>
Kerala,2021-10-12,pct_one_dose,71.2072,India<br>2021-10-12: 71.21% with one dose<br>
Kerala,2021-10-13,pct_one_dose,71.2579,India<br>2021-10-13: 71.26% with one dose<br>
Kerala,2021-10-14,pct_one_dose,71.2848,India<br>2021-10-14: 71.28% with one dose<br>
Kerala,2021-10-15,pct_one_dose,71.3088,India<br>2021-10-15: 71.31% with one dose<br>
Kerala,2021-10-16,pct_one_dose,71.394,India<br>2021-10-16: 71.39% with one dose<br>
Kerala,2021-10-17,pct_one_dose,71.4002,India<br>2021-10-17: 71.4% with one dose<br>
Kerala,2021-10-18,pct_one_dose,71.4782,India<br>2021-10-18: 71.48% with one dose<br>
Kerala,2021-10-19,pct_one_dose,71.504,India<br>2021-10-19: 71.5% with one dose<br>
Kerala,2021-10-20,pct_one_dose,71.5469,India<br>2021-10-20: 71.55% with one dose<br>
Kerala,2021-10-21,pct_one_dose,71.6108,India<br>2021-10-21: 71.61% with one dose<br>
Kerala,2021-10-22,pct_one_dose,71.6746,India<br>2021-10-22: 71.67% with one dose<br>
Kerala,2021-10-23,pct_one_dose,71.729,India<br>2021-10-23: 71.73% with one dose<br>
Kerala,2021-10-24,pct_one_dose,71.7344,India<br>2021-10-24: 71.73% with one dose<br>
Kerala,2021-10-25,pct_one_dose,71.7887,India<br>2021-10-25: 71.79% with one dose<br>
Kerala,2021-10-26,pct_one_dose,71.8498,India<br>2021-10-26: 71.85% with one dose<br>
Kerala,2021-10-27,pct_one_dose,71.8747,India<br>2021-10-27: 71.87% with one dose<br>
Kerala,2021-10-28,pct_one_dose,71.9229,India<br>2021-10-28: 71.92% with one dose<br>
Kerala,2021-10-29,pct_one_dose,71.9745,India<br>2021-10-29: 71.97% with one dose<br>
Kerala,2021-10-30,pct_one_dose,72.0412,India<br>2021-10-30: 72.04% with one dose<br>
Kerala,2021-10-31,pct_one_dose,72.047,India<br>2021-10-31: 72.05% with one dose<br>
Ladakh,2021-03-15,pct_one_dose,11.5324,India<br>2021-03-15: 11.53% with one dose<br>
Ladakh,2021-03-16,pct_one_dose,12.0092,India<br>2021-03-16: 12.01% with one dose<br>
Ladakh,2021-03-17,pct_one_dose,12.3887,India<br>2021-03-17: 12.39% with one dose<br>
Ladakh,2021-03-18,pct_one_dose,12.5993,India<br>2021-03-18: 12.6% with one dose<br>
Ladakh,2021-03-19,pct_one_dose,12.7737,India<br>2021-03-19: 12.77% with one dose<br>
Ladakh,2021-03-20,pct_one_dose,12.9703,India<br>2021-03-20: 12.97% with one dose<br>
Ladakh,2021-03-21,pct_one_dose,12.9812,India<br>2021-03-21: 12.98% with one dose<br>
Ladakh,2021-03-22,pct_one_dose,13.1317,India<br>2021-03-22: 13.13% with one dose<br>
Ladakh,2021-03-23,pct_one_dose,13.2502,India<br>2021-03-23: 13.25% with one dose<br>
Ladakh,2021-03-24,pct_one_dose,13.3157,India<br>2021-03-24: 13.32% with one dose<br>
Ladakh,2021-03-25,pct_one_dose,13.3437,India<br>2021-03-25: 13.34% with one dose<br>
Ladakh,2021-03-26,pct_one_dose,13.3724,India<br>2021-03-26: 13.37% with one dose<br>
Ladakh,2021-03-27,pct_one_dose,13.4123,India<br>2021-03-27: 13.41% with one dose<br>
Ladakh,2021-03-28,pct_one_dose,13.4123,India<br>2021-03-28: 13.41% with one dose<br>
Ladakh,2021-03-29,pct_one_dose,13.4123,India<br>2021-03-29: 13.41% with one dose<br>
Ladakh,2021-03-30,pct_one_dose,13.4427,India<br>2021-03-30: 13.44% with one dose<br>
Ladakh,2021-03-31,pct_one_dose,13.4867,India<br>2021-03-31: 13.49% with one dose<br>
Ladakh,2021-04-01,pct_one_dose,14.9403,India<br>2021-04-01: 14.94% with one dose<br>
Ladakh,2021-04-02,pct_one_dose,16.7952,India<br>2021-04-02: 16.8% with one dose<br>
Ladakh,2021-04-03,pct_one_dose,18.0754,India<br>2021-04-03: 18.08% with one dose<br>
Ladakh,2021-04-04,pct_one_dose,18.9915,India<br>2021-04-04: 18.99% with one dose<br>
Ladakh,2021-04-05,pct_one_dose,20.2034,India<br>2021-04-05: 20.2% with one dose<br>
Ladakh,2021-04-06,pct_one_dose,20.8884,India<br>2021-04-06: 20.89% with one dose<br>
Ladakh,2021-04-07,pct_one_dose,21.4611,India<br>2021-04-07: 21.46% with one dose<br>
Ladakh,2021-04-08,pct_one_dose,21.8099,India<br>2021-04-08: 21.81% with one dose<br>
Ladakh,2021-04-09,pct_one_dose,21.9399,India<br>2021-04-09: 21.94% with one dose<br>
